序号,名称,成交日期,区县,区域,小区,建筑年代及风格,总价,单价,面积,户型,楼型,朝向,URL
2555,恒松园2室1厅106.47平米,2016.12.25链家成交,丰台,蒲黄榆,恒松园,1998年建塔楼,500,46962,106.47,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100909226.html
2556,太平桥东里2室1厅58.4平米,2016.12.25链家成交,丰台,太平桥,太平桥东里,1989年建板楼,375,64212,58.4,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100917230.html
2557,荣宁园2室2厅122.04平米,2016.12.25链家成交,西城,白纸坊,荣宁园,2002年建塔楼,810,66372,122.04,2室2厅,平层,西,http://bj.lianjia.com/chengjiao/101100514101.html
2558,永泰东里2室1厅58.2平米,2016.12.25链家成交,海淀,清河,永泰东里,1998年建板楼,366,62887,58.2,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100803138.html
2559,荣丰20081室0厅23.82平米,2016.12.25链家成交,西城,广安门,荣丰2008,2004年建塔楼,261,109572,23.82,1室0厅,平层,北,http://bj.lianjia.com/chengjiao/101100947148.html
2560,柏林爱乐三期2室1厅70.27平米,2016.12.25链家成交,朝阳,管庄,柏林爱乐三期,2007年建板楼,400,56923,70.27,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100975135.html
2561,小康东里1室1厅57.15平米,2016.12.25链家成交,大兴,亦庄,小康东里,2003年建板楼,232.8,40735,57.15,1室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100581266.html
2562,霍营小区3室1厅69.23平米,2016.12.25链家成交,昌平,霍营,霍营小区,1994年建板楼,360,52001,69.23,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100986177.html
2563,月亮城堡1室0厅58.23平米,2016.12.25链家成交,通州,武夷花园,月亮城堡,2005年建板塔结合,320,54954,58.23,1室0厅,平层,西,http://bj.lianjia.com/chengjiao/101100911009.html
2564,天伦北里3室1厅98.25平米,2016.12.25链家成交,丰台,菜户营,天伦北里,2005年建板塔结合,630,64122,98.25,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100762250.html
2565,荣丰20081室1厅35.6平米,2016.12.25链家成交,西城,广安门,荣丰2008,2004年建塔楼,408,114607,35.6,1室1厅,复式,北,http://bj.lianjia.com/chengjiao/101100956291.html
2566,天通苑东一区3室1厅118.57平米,2016.12.25链家成交,昌平,天通苑,天通苑东一区,2001年建板楼,409,34494,118.57,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100802418.html
2567,远洋一方润园2号院3室1厅89.9平米,2016.12.25链家成交,朝阳,双桥,远洋一方润园2号院,2010年建板楼,525,58398,89.9,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100888077.html
2568,道家园2室1厅68.38平米,2016.12.25链家成交,朝阳,甜水园,道家园,1997年建塔楼,400,58497,68.38,2室1厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100742516.html
2569,西山洋房4室2厅36.8平米,2016.12.25链家成交,海淀,田村,西山洋房,2008年建塔楼,311,84511,36.8,4室2厅,复式,东,http://bj.lianjia.com/chengjiao/101100275046.html
2570,北苑家园望春园2室2厅98平米,2016.12.25链家成交,朝阳,北苑,北苑家园望春园,2008年建板塔结合,617,62959,98,2室2厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100760998.html
2571,塔院胡同12号院3室1厅65.4平米,2016.12.25链家成交,西城,六铺炕,塔院胡同12号院,1986年建板楼,798,122018,65.4,3室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100971133.html
2572,荔景园2室1厅97.6平米,2016.12.25链家成交,通州,武夷花园,荔景园,2002年建板楼,486,49795,97.6,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100738687.html
2573,百子湾家园二区2室1厅102.81平米,2016.12.25链家成交,朝阳,百子湾,百子湾家园二区,2006年建板塔结合,528,51357,102.81,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100882240.html
2574,运河西大街8号院2室1厅57平米,2016.12.25链家成交,通州,果园,运河西大街8号院,1994年建板楼,249.5,43772,57,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100996849.html
2575,青年沟2室1厅64.7平米,2016.12.25链家成交,东城,和平里,青年沟,1996年建板楼,518,80062,64.7,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100822547.html
2576,天之骄子2室2厅110.43平米,2016.12.25链家成交,朝阳,双井,天之骄子,2005年建板楼,780,70633,110.43,2室2厅,平层,西,http://bj.lianjia.com/chengjiao/101100576133.html
2577,三环新城7号院2室1厅84.16平米,2016.12.25链家成交,丰台,玉泉营,三环新城7号院,2004年建板塔结合,444,52757,84.16,2室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100965255.html
2578,幸福东区2室1厅58.83平米,2016.12.25链家成交,顺义,顺义城,幸福东区,1992年建板楼,235,39946,58.83,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100760369.html
2579,北京新天地1室1厅62平米,2016.12.25链家成交,朝阳,管庄,北京新天地,2009年建板塔结合,347,55968,62,1室1厅,平层,北,http://bj.lianjia.com/chengjiao/101100962362.html
2580,平乐园小区1室1厅47.17平米,2016.12.25链家成交,朝阳,北工大,平乐园小区,1995年建板楼,280,59360,47.17,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100887835.html
2581,爱民里小区3室1厅96.8平米,2016.12.25链家成交,西城,西四,爱民里小区,1990年建板楼,1330,137397,96.8,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100972476.html
2582,怡景苑3室1厅93.49平米,2016.12.25链家成交,燕郊,燕郊城区,怡景苑,2003年建板楼,260,27810,93.49,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100913449.html
2583,永善里2室1厅99.3平米,2016.12.25链家成交,丰台,北大地,永善里,2003年建塔楼,475,47835,99.3,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100734492.html
2584,首尔甜城一期2室1厅71.35平米,2016.12.25链家成交,燕郊,燕郊城区,首尔甜城一期,2014年建板楼,199.5,27961,71.35,2室1厅,暂无数据,西北,http://bj.lianjia.com/chengjiao/101092758037.html
2585,六合园2室1厅66.8平米,2016.12.25链家成交,石景山,鲁谷,六合园,1995年建塔楼,335,50150,66.8,2室1厅,平层,西,http://bj.lianjia.com/chengjiao/101100976971.html
2586,苏荷时代1室0厅43.2平米,2016.12.25链家成交,通州,果园,苏荷时代,2005年建板塔结合,225,52083,43.2,1室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100758984.html
2587,地铁古城家园2室1厅88.29平米,2016.12.25链家成交,石景山,杨庄,地铁古城家园,2001年建塔楼,390,44173,88.29,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100987069.html
2588,京汉旭城2室1厅92.57平米,2016.12.25链家成交,石景山,鲁谷,京汉旭城,2004年建板楼,580,62655,92.57,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100985138.html
2589,慧忠里2室1厅64.17平米,2016.12.25链家成交,朝阳,亚运村,慧忠里,1993年建板楼,512,79788,64.17,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100656363.html
2590,椿树园1室1厅46.72平米,2016.12.25链家成交,西城,宣武门,椿树园,1998年建板塔结合,550,117723,46.72,1室1厅,平层,西,http://bj.lianjia.com/chengjiao/101100992545.html
2591,安华里五区3室1厅80.27平米,2016.12.25链家成交,朝阳,安贞,安华里五区,1985年建塔楼,550,68519,80.27,3室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100868572.html
2592,水色时光四区2室2厅103平米,2016.12.25链家成交,顺义,顺义其它,水色时光四区,,257,24951,103,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100768247.html
2593,紫竹院小区2室1厅64.16平米,2016.12.25链家成交,海淀,紫竹桥,紫竹院小区,1992年建塔楼,526,81983,64.16,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100979467.html
2594,逸成东苑1室1厅54.68平米,2016.12.25链家成交,海淀,学院路,逸成东苑,2003年建塔楼,465,85040,54.68,1室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100756730.html
2595,西黄新村北里1室1厅72.48平米,2016.12.25链家成交,石景山,苹果园,西黄新村北里,2000年建塔楼,326,44978,72.48,1室1厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101100975571.html
2596,福城上上城六期2室1厅66平米,2016.12.25链家成交,燕郊,燕郊城区,福城上上城六期,2013年建板楼,167,25303,66,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100981240.html
2597,蒲黄榆路3室1厅56.8平米,2016.12.25链家成交,丰台,蒲黄榆,蒲黄榆路,1989年建板楼,350,61620,56.8,3室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100631962.html
2598,民园小区2室1厅74.68平米,2016.12.25链家成交,昌平,沙河,民园小区,1998年建板楼,282,37761,74.68,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100934300.html
2599,安贞里2室1厅50.04平米,2016.12.25链家成交,朝阳,安贞,安贞里,1986年建板楼,449,89728,50.04,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100949015.html
2600,北京华侨城2号院3室2厅170.27平米,2016.12.25链家成交,朝阳,欢乐谷,北京华侨城2号院,2008年建板塔结合,1170,68714,170.27,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100619769.html
2601,华威北里2室1厅68.13平米,2016.12.25链家成交,朝阳,潘家园,华威北里,1990年建塔楼,403,59152,68.13,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100633979.html
2602,金科帕提欧1室0厅44.75平米,2016.12.25链家成交,昌平,昌平其它,金科帕提欧,板楼,74,16536,44.75,1室0厅,平层,东,http://bj.lianjia.com/chengjiao/101100985146.html
2603,糖人街1室0厅50.4平米,2016.12.25链家成交,丰台,太平桥,糖人街,2004年建塔楼,337.5,66964,50.4,1室0厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100735863.html
2604,天洋城1室1厅56.78平米,2016.12.25链家成交,燕郊,燕郊城区,天洋城,2012年建板塔结合,160,28179,56.78,1室1厅,平层,北,http://bj.lianjia.com/chengjiao/101100964188.html
2605,上东三角洲3室2厅139.45平米,2016.12.25链家成交,朝阳,酒仙桥,上东三角洲,2004年建板楼,735,52707,139.45,3室2厅,平层,东南北,http://bj.lianjia.com/chengjiao/101100587035.html
2606,朝阳新城三区2室1厅105平米,2016.12.25链家成交,朝阳,东坝,朝阳新城三区,2005年建板楼,464,44190,105,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100662342.html
2607,北滨河路2号院4室1厅93.9平米,2016.12.25链家成交,西城,木樨地,北滨河路2号院,1992年建塔楼,1314,139936,93.9,4室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100991135.html
2608,西草市东街甲34号院2室1厅54.28平米,2016.12.25链家成交,东城,天坛,西草市东街甲34号院,1980年建板楼,439.8,81024,54.28,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100573283.html
2609,国融国际1室0厅42.47平米,2016.12.25链家成交,亦庄开发区,亦庄,国融国际,2008年建塔楼,110,25901,42.47,1室0厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101100386566.html
2610,万科中粮假日风景2室1厅100.11平米,2016.12.25链家成交,丰台,青塔,万科中粮假日风景,2007年建板楼,705,70423,100.11,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100969048.html
2611,富顿1室0厅45平米,2016.12.25链家成交,朝阳,劲松,富顿,2003年建塔楼,285,63333,45,1室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100979379.html
2612,广安门外大街2室1厅65.94平米,2016.12.25链家成交,西城,广安门,广安门外大街,1995年建塔楼,613,92963,65.94,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100967285.html
2613,太平桥西里1室1厅45.07平米,2016.12.25链家成交,丰台,太平桥,太平桥西里,1995年建板塔结合,282,62569,45.07,1室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100923918.html
2614,星河皓月2室2厅82.58平米,2016.12.25链家成交,燕郊,燕郊城区,星河皓月,2009年建塔楼,254,30758,82.58,2室2厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100976215.html
2615,展览路3室2厅63.6平米,2016.12.25链家成交,西城,阜成门,展览路,1989年建塔楼,626,98428,63.6,3室2厅,暂无数据,西北,http://bj.lianjia.com/chengjiao/101100910695.html
2616,中海御鑫阁2室1厅90.98平米,2016.12.25链家成交,丰台,科技园区,中海御鑫阁,2012年建板楼,639,70235,90.98,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100973571.html
2617,西环里2室1厅56.64平米,2016.12.25链家成交,昌平,西关环岛,西环里,1980年建板楼,220,38842,56.64,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100981325.html
2618,北重西厂1室1厅43.36平米,2016.12.25链家成交,石景山,鲁谷,北重西厂,1992年建板楼,230,53044,43.36,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100863894.html
2619,模式口南里1室1厅43.45平米,2016.12.25链家成交,石景山,苹果园,模式口南里,1986年建板楼,215,49482,43.45,1室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100978850.html
2620,田村48号院2室1厅54.8平米,2016.12.25链家成交,海淀,田村,田村48号院,1982年建板楼,376,68613,54.8,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100997345.html
2621,北街家园六区2室1厅62.96平米,2016.12.25链家成交,昌平,沙河,北街家园六区,2009年建板楼,281,44632,62.96,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100861838.html
2622,四合巷小区1室1厅41.5平米,2016.12.25链家成交,房山,良乡,四合巷小区,,133,32048,41.5,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100866557.html
2623,金域缇香2室1厅84.58平米,2016.12.25链家成交,房山,长阳,金域缇香,板楼,330,39016,84.58,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100846553.html
2624,风雅园一区2室2厅94.2平米,2016.12.25链家成交,昌平,回龙观,风雅园一区,2000年建板楼,423.3,44936,94.2,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100611104.html
2625,那尔水晶城1室1厅77.43平米,2016.12.25链家成交,大兴,枣园,那尔水晶城,2005年建板楼,338,43652,77.43,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100682183.html
2626,教场口9号院2室1厅75.58平米,2016.12.25链家成交,西城,六铺炕,教场口9号院,2003年建塔楼,743,98306,75.58,2室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100706371.html
2627,东亚奥北中心北区2室1厅84.84平米,2016.12.25链家成交,昌平,天通苑,东亚奥北中心北区,2008年建板塔结合,310,36539,84.84,2室1厅,平层,西南,http://bj.lianjia.com/chengjiao/101100796972.html
2628,蓝筹名座2室1厅101平米,2016.12.25链家成交,朝阳,朝阳门外,蓝筹名座,2003年建塔楼,798,79010,101,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100976461.html
2629,长安6号1室0厅45.15平米,2016.12.25链家成交,朝阳,建国门外,长安6号,2005年建塔楼,290,64230,45.15,1室0厅,平层,北,http://bj.lianjia.com/chengjiao/101100586424.html
2630,模式口西里2室1厅65.63平米,2016.12.25链家成交,石景山,苹果园,模式口西里,1990年建塔楼,270.5,41216,65.63,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100711822.html
2631,西便门东里1室1厅42.67平米,2016.12.25链家成交,西城,木樨地,西便门东里,1983年建塔楼,435,101945,42.67,1室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100965304.html
2632,星河1852室1厅82.57平米,2016.12.25链家成交,燕郊,燕郊城区,星河185,2012年建塔楼,245,29672,82.57,2室1厅,暂无数据,东南,http://bj.lianjia.com/chengjiao/101100986925.html
2633,石景山路23号院2室1厅88.19平米,2016.12.25链家成交,石景山,老山,石景山路23号院,1995年建板塔结合,363,41161,88.19,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100967050.html
2634,原生墅3室2厅149.61平米,2016.12.25链家成交,大兴,枣园,原生墅,2008年建板楼,761,50866,149.61,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100743226.html
2635,华润公元九里4室1厅217平米,2016.12.25链家成交,大兴,黄村北,华润公元九里,2016年建板楼,1350,62212,217,4室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100987592.html
2636,奥林匹克花园一期3室2厅119.25平米,2016.12.25链家成交,朝阳,东坝,奥林匹克花园一期,2003年建板楼,895,75052,119.25,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100187403.html
2637,旭辉奥都2室1厅89.24平米,2016.12.25链家成交,朝阳,北苑,旭辉奥都,2008年建板塔结合,425,47624,89.24,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100952378.html
2638,京贸国际城西区1室1厅68.17平米,2016.12.25链家成交,通州,武夷花园,京贸国际城西区,2011年建塔楼,394,57797,68.17,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100596592.html
2639,怡景园3室2厅193.34平米,2016.12.25链家成交,朝阳,朝阳门外,怡景园,1999年建塔楼,1126,58239,193.34,3室2厅,暂无数据,东南,http://bj.lianjia.com/chengjiao/101100991677.html
2640,10AM新坐标1室1厅45.9平米,2016.12.25链家成交,朝阳,方庄,10AM新坐标,2006年建塔楼,305,66449,45.9,1室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100883967.html
2641,星河1852室1厅85.16平米,2016.12.25链家成交,燕郊,燕郊城区,星河185,2012年建塔楼,245,28769,85.16,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100853407.html
2642,莲水怡园1室0厅61.38平米,2016.12.25链家成交,亦庄开发区,马驹桥,莲水怡园,2005年建板塔结合,242,39427,61.38,1室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100920134.html
2643,一世情园1室1厅62.71平米,2016.12.25链家成交,亦庄开发区,马驹桥,一世情园,2005年建板楼,235,37474,62.71,1室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100767667.html
2644,福城上上城三季2室1厅97.74平米,2016.12.25链家成交,燕郊,燕郊城区,福城上上城三季,2010年建板塔结合,237.5,24299,97.74,2室1厅,暂无数据,西北,http://bj.lianjia.com/chengjiao/101100902230.html
2645,怡清园2室2厅111.11平米,2016.12.25链家成交,海淀,清河,怡清园,2003年建板塔结合,600,54001,111.11,2室2厅,平层,西南,http://bj.lianjia.com/chengjiao/101100303089.html
2646,风格与林苑3室2厅164.46平米,2016.12.25链家成交,丰台,花乡,风格与林苑,2004年建板楼,731.9,44503,164.46,3室2厅,跃层,南北,http://bj.lianjia.com/chengjiao/101100696403.html
2647,双兴南区2室1厅70.24平米,2016.12.25链家成交,顺义,顺义城,双兴南区,1993年建板楼,267.5,38084,70.24,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100927746.html
2648,华贸城3室2厅132.59平米,2016.12.25链家成交,朝阳,北苑,华贸城,2014年建板楼,980,73912,132.59,3室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100869232.html
2649,华泰靖湘园1室1厅39.78平米,2016.12.25链家成交,燕郊,燕郊城区,华泰靖湘园,2013年建板塔结合,110,27652,39.78,1室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100986842.html
2650,万年花城二期1室0厅35.92平米,2016.12.25链家成交,丰台,玉泉营,万年花城二期,2006年建,28,7795,35.92,1室0厅,暂无数据,北,http://bj.lianjia.com/chengjiao/101100909046.html
2651,广安﹒康馨家园3室1厅92.44平米,2016.12.25链家成交,石景山,鲁谷,广安﹒康馨家园,2013年建板塔结合,448,48464,92.44,3室1厅,平层,南西北,http://bj.lianjia.com/chengjiao/101100964119.html
2652,南水关2室1厅58.39平米,2016.12.25链家成交,东城,广渠门,南水关,1995年建板楼,476,81521,58.39,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100860087.html
2653,芭蕾雨悦都北区2室1厅82.29平米,2016.12.25链家成交,房山,长阳,芭蕾雨悦都北区,2012年建板楼,295,35849,82.29,2室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100997805.html
2654,东方瑞景1室1厅86.33平米,2016.12.25链家成交,朝阳,建国门外,东方瑞景,2004年建塔楼,600,69501,86.33,1室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100948856.html
2655,炫特嘉园三期1室0厅35.33平米,2016.12.25链家成交,朝阳,石佛营,炫特嘉园三期,2006年建板塔结合,17.5,4953,35.33,1室0厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100967776.html
2656,康泽园2室1厅106.19平米,2016.12.25链家成交,丰台,赵公口,康泽园,2002年建塔楼,482,45390,106.19,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100984648.html
2657,都市心海岸3室2厅148.09平米,2016.12.25链家成交,朝阳,望京,都市心海岸,2003年建板塔结合,958,64690,148.09,3室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100741668.html
2658,海特花园小区2室2厅92.27平米,2016.12.25链家成交,石景山,苹果园,海特花园小区,1995年建板楼,430,46602,92.27,2室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100996978.html
2659,合生世界村2室1厅91平米,2016.12.25链家成交,通州,马驹桥,合生世界村,2012年建板楼,283.5,31154,91,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100654838.html
2660,滨河小区2室1厅74.88平米,2016.12.25链家成交,顺义,顺义城,滨河小区,1994年建板楼,270,36058,74.88,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100889880.html
2661,重聚园2室1厅102.1平米,2016.12.25链家成交,石景山,鲁谷,重聚园,2003年建塔楼,432,42311,102.1,2室1厅,暂无数据,东南北,http://bj.lianjia.com/chengjiao/101100891223.html
2662,裕中东里2室1厅65.2平米,2016.12.25链家成交,西城,马甸,裕中东里,1986年建板楼,780,119632,65.2,2室1厅,平层,南西北,http://bj.lianjia.com/chengjiao/101100833431.html
2663,长阳半岛3号院3室1厅119.63平米,2016.12.25链家成交,房山,长阳,长阳半岛3号院,2012年建板楼,590,49319,119.63,3室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100781603.html
2664,东兴一区1室1厅73.48平米,2016.12.25链家成交,顺义,顺义城,东兴一区,1995年建板楼,288.5,39262,73.48,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100876604.html
2665,马连道中里3室1厅96.11平米,2016.12.25链家成交,西城,马连道,马连道中里,1996年建塔楼,729,75851,96.11,3室1厅,平层,西南,http://bj.lianjia.com/chengjiao/101100663958.html
2666,汉华苑2室1厅106.02平米,2016.12.25链家成交,朝阳,华威桥,汉华苑,1998年建塔楼,579.5,54659,106.02,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100989615.html
2667,新桥南大街1室2厅61.45平米,2016.12.25链家成交,门头沟,滨河西区,新桥南大街,1988年建板楼,229,37266,61.45,1室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100863398.html
2668,合生世界村2室1厅93.64平米,2016.12.25链家成交,通州,马驹桥,合生世界村,2012年建板楼,278,29688,93.64,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100856671.html
2669,老管委会宿舍2室2厅91.41平米,2016.12.25链家成交,亦庄开发区,亦庄,老管委会宿舍,1995年建板楼,410,44853,91.41,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100994588.html
2670,华发颐园1室0厅59.53平米,2016.12.25链家成交,朝阳,北苑,华发颐园,2007年建板塔结合,370,62154,59.53,1室0厅,平层,东,http://bj.lianjia.com/chengjiao/101100992529.html
2671,金色漫香郡1室1厅59平米,2016.12.25链家成交,大兴,大兴其它,金色漫香郡,2012年建板塔结合,218,36949,59,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100773993.html
2672,星河城东区1室1厅45平米,2016.12.25链家成交,丰台,马家堡,星河城东区,2007年建板塔结合,345,76667,45,1室1厅,平层,北,http://bj.lianjia.com/chengjiao/101100842497.html
2673,绿地启航社1室0厅55.54平米,2016.12.25链家成交,房山,良乡,绿地启航社,2016年建塔楼,96,17285,55.54,1室0厅,平层,东,http://bj.lianjia.com/chengjiao/101100779148.html
2674,天居园1室1厅55平米,2016.12.25链家成交,朝阳,北苑,天居园,2008年建塔楼,375,68182,55,1室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100919081.html
2675,玉林里小区2室1厅54.4平米,2016.12.25链家成交,丰台,右安门外,玉林里小区,1993年建板楼,345,63419,54.4,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100645470.html
2676,忆江南2室1厅70平米,2016.12.25链家成交,燕郊,燕郊城区,忆江南,2008年建板塔结合,195,27857,70,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101092683025.html
2677,加州水郡Q酷1室0厅31.77平米,2016.12.25链家成交,房山,长阳,加州水郡Q酷,2009年建板塔结合,45,14164,31.77,1室0厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101101001770.html
2678,东亚首航国际1室0厅37.87平米,2016.12.25链家成交,顺义,顺义其它,东亚首航国际,2014年建板塔结合,98,25878,37.87,1室0厅,复式,西,http://bj.lianjia.com/chengjiao/101100944198.html
2679,星城国际2室2厅120.36平米,2016.12.25链家成交,朝阳,酒仙桥,星城国际,2002年建塔楼,665,55251,120.36,2室2厅,平层,南,http://bj.lianjia.com/chengjiao/101100900366.html
2680,东海仪园1室1厅61平米,2016.12.25链家成交,石景山,鲁谷,东海仪园,2013年建板楼,315,51639,61,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100840637.html
2681,星河1852室2厅82.57平米,2016.12.25链家成交,燕郊,燕郊城区,星河185,2012年建塔楼,235,28461,82.57,2室2厅,暂无数据,东南,http://bj.lianjia.com/chengjiao/101100893606.html
2682,星河1852室1厅42.78平米,2016.12.25链家成交,燕郊,燕郊城区,星河185,2011年建塔楼,172,40206,42.78,2室1厅,暂无数据,东南,http://bj.lianjia.com/chengjiao/101100992651.html
2683,华龙苑北里2室2厅99.05平米,2016.12.25链家成交,昌平,霍营,华龙苑北里,2005年建板楼,447,45129,99.05,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100862779.html
2684,铁道部宿舍2室1厅76.84平米,2016.12.25链家成交,海淀,西直门,铁道部宿舍,1998年建板塔结合,608,79125,76.84,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100978529.html
2685,老山东里3室1厅61.62平米,2016.12.25链家成交,石景山,老山,老山东里,1983年建板楼,323.8,52548,61.62,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100740495.html
2686,明天第一城7号院1室0厅33.56平米,2016.12.25链家成交,昌平,立水桥,明天第一城7号院,2007年建板塔结合,158,47080,33.56,1室0厅,平层,西,http://bj.lianjia.com/chengjiao/101100956912.html
2687,裕中东里2室1厅56.6平米,2016.12.25链家成交,西城,马甸,裕中东里,1986年建板楼,695,122792,56.6,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100942649.html
2688,国美第一城3号院2室1厅96.02平米,2016.12.25链家成交,朝阳,朝青,国美第一城3号院,2007年建板塔结合,620,64570,96.02,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100522030.html
2689,宏大北园2室1厅93.5平米,2016.12.25链家成交,大兴,西红门,宏大北园,2007年建板楼,415,44385,93.5,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100781709.html
2690,大西洋新城E区1室1厅66.1平米,2016.12.25链家成交,朝阳,望京,大西洋新城E区,2010年建塔楼,680,102874,66.1,1室1厅,平层,西南,http://bj.lianjia.com/chengjiao/101100996350.html
2691,名佳花园三区2室1厅91.21平米,2016.12.25链家成交,昌平,北七家,名佳花园三区,2005年建板楼,365,40018,91.21,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100408803.html
