序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
122,圣得西区1室1厅155万,2017-01-15,圣得西区,燕郊,燕郊城区,, ,155,29457,52.62,2008年建/板楼,1室1厅,低楼层/共16层,北,其他,http://bj.lianjia.com/ershoufang/101101077696.html
123,丽水莲花2室1厅1110万,2017-01-15,丽水莲花,西城,广安门,, 二至三环,1110,103875,106.86,2009年建/板楼,2室1厅,高楼层/共21层,南北,精装,http://bj.lianjia.com/ershoufang/101101077678.html
124,和平里七区1室1厅480万,2017-01-15,和平里七区,东城,和平里,, 二至三环,480,112942,42.5,1995年建/板楼,1室1厅,高楼层/共6层,东,平层/精装,http://bj.lianjia.com/ershoufang/101101077672.html
125,南北通透F1户型，十佳物业保驾护航！,2017-01-15,望都新地,昌平,北七家,, 五至六环,415,46261,89.71,2008年建/板楼,2室1厅,低楼层/共6层,南北,平层/毛坯,http://bj.lianjia.com/ershoufang/101101077663.html
126,水云居1室2厅770万,2017-01-15,水云居,海淀,四季青,, 三至四环,770,95951,80.25,2011年建/板楼,1室2厅,中楼层/共6层,东西,其他,http://bj.lianjia.com/ershoufang/101101077627.html
127,东交民巷32号院3室0厅750万,2017-01-15,东交民巷32号院,东城,前门,, 二环内,750,97682,76.78,1979年建/板塔结合,3室0厅,低楼层/共13层,东西,简装,http://bj.lianjia.com/ershoufang/101101077583.html
128,德露苑2室1厅280万,2017-01-15,德露苑,门头沟,滨河西区,, 五至六环,280,33748,82.97,1999年建/板楼,2室1厅,低楼层/共7层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101077578.html
129,天娇园2室1厅908万,2017-01-15,天娇园,东城,东花市,, 二环内,908,98407,92.27,2008年建/板塔结合,2室1厅,中楼层/共11层,南北,简装,http://bj.lianjia.com/ershoufang/101101077565.html
130,首开智慧社1室0厅180万,2017-01-15,首开智慧社,昌平,回龙观,, 五至六环,180,35219,51.11,2011年建/塔楼,1室0厅,高楼层/共19层,东,平层/精装,http://bj.lianjia.com/ershoufang/101101077546.html
131,劲松八区1室1厅300万,2017-01-15,劲松八区,朝阳,劲松,, 二至三环,300,67690,44.32,1982年建,1室1厅,中楼层/共16层,南,简装,http://bj.lianjia.com/ershoufang/101101077545.html
132,不限购全南两居客厅主卧带阳台采光充足视野开阔,2017-01-15,旭辉奥都,朝阳,北苑,, 五至六环,450,51050,88.15,2008年建/板塔结合,2室1厅,低楼层/共27层,南,精装,http://bj.lianjia.com/ershoufang/101101077544.html
133,万年花城三期2室1厅640万,2017-01-15,万年花城三期,丰台,玉泉营,, 三至四环,640,67468,94.86,2006年建/板楼,2室1厅,中楼层/共8层,西南,精装,http://bj.lianjia.com/ershoufang/101101077537.html
134,荣丰20081室1厅370万,2017-01-15,荣丰2008,西城,广安门,, 二至三环,370,108188,34.2,2003年建/塔楼,1室1厅,低楼层/共26层,南,平层/精装,http://bj.lianjia.com/ershoufang/101101077522.html
135,阜北小区1室1厅430万,2017-01-15,阜北小区,海淀,甘家口,, 三至四环,430,101655,42.3,1989年建/板楼,1室1厅,高楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101077521.html
136,武夷花园牡丹园3室2厅820万,2017-01-15,武夷花园牡丹园,通州,武夷花园,, 五至六环,820,53701,152.7,2003年建/板楼,3室2厅,中楼层/共6层,南西北,精装,http://bj.lianjia.com/ershoufang/101101077520.html
137,永华北里1室1厅235万,2017-01-15,永华北里,大兴,黄村中,, 五至六环,235,44951,52.28,1995年建/板楼,1室1厅,高楼层/共6层,南,精装,http://bj.lianjia.com/ershoufang/101101077511.html
138,万象新天四区2室1厅515万,2017-01-15,万象新天四区,朝阳,常营,, 五至六环,515,59094,87.15,2005年建/板塔结合,2室1厅,中楼层/共9层,西南,精装,http://bj.lianjia.com/ershoufang/101101077506.html
139,名佳花园三区1室1厅350万,2017-01-15,名佳花园三区,昌平,北七家,, 五至六环,350,54705,63.98,2004年建/板楼,1室1厅,低楼层/共6层,南,精装,http://bj.lianjia.com/ershoufang/101101077501.html
140,那尔水晶城1室1厅345万,2017-01-15,那尔水晶城,大兴,枣园,, 五至六环,345,49834,69.23,2005年建/板楼,1室1厅,中楼层/共13层,南,平层/简装,http://bj.lianjia.com/ershoufang/101101077491.html
141,御景园3室2厅1050万,2017-01-15,御景园,朝阳,华威桥,, 三至四环,1050,55866,187.95,2001年建/塔楼,3室2厅,高楼层/共33层,西南,精装,http://bj.lianjia.com/ershoufang/101101077489.html
142,车站路3室1厅560万,2017-01-15,车站路,通州,新华大街,, 五至六环,560,51852,108,1997年建/板楼,3室1厅,低楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101077487.html
143,林肯公园二期2室1厅590万,2017-01-15,林肯公园二期,亦庄开发区,亦庄,, 六环外,590,48644,121.29,2014年建/塔楼,2室1厅,中楼层/共22层,南,平层/精装,http://bj.lianjia.com/ershoufang/101101077456.html
144,富力城A区2室1厅1050万,2017-01-15,富力城A区,朝阳,双井,, 二至三环,1050,106556,98.54,2004年建/板塔结合,2室1厅,高楼层/共28层,东北,精装,http://bj.lianjia.com/ershoufang/101101077444.html
145,万科紫台3室2厅1280万,2017-01-15,万科紫台,丰台,岳各庄,, 四至五环,1280,74819,171.08,2006年建/板楼,3室2厅,中楼层/共11层,南北,精装,http://bj.lianjia.com/ershoufang/101101077429.html
146,百环家园3室1厅800万,2017-01-15,百环家园,朝阳,双井,, 三至四环,800,63700,125.59,2005年建/塔楼,3室1厅,高楼层/共28层,西南,平层/简装,http://bj.lianjia.com/ershoufang/101101077418.html
147,巧克力城2室1厅520万,2017-01-15,巧克力城,大兴,旧宫,, 四至五环,520,55759,93.26,2004年建/板楼,2室1厅,高楼层/共4层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101077417.html
148,雷捷时代广场2室1厅165万,2017-01-15,雷捷时代广场,燕郊,燕郊城区,, ,165,22653,72.84,2012年建/塔楼,2室1厅,高楼层/共27层,北,其他,http://bj.lianjia.com/ershoufang/101101077383.html
149,冠城名敦道1室0厅570万,2017-01-15,冠城名敦道,东城,广渠门,, 二至三环,570,83590,68.19,2009年建/塔楼,1室0厅,高楼层/共23层,东,精装,http://bj.lianjia.com/ershoufang/101101077382.html
150,裕中西里2室1厅690万,2017-01-15,裕中西里,西城,马甸,, 三至四环,690,128253,53.8,1984年建/板楼,2室1厅,低楼层/共6层,东,精装,http://bj.lianjia.com/ershoufang/101101077370.html
151,裕中西里2室1厅690万,2017-01-15,裕中西里,西城,马甸,, 三至四环,690,128253,53.8,1984年建/板楼,2室1厅,低楼层/共6层,东,精装,http://bj.lianjia.com/ershoufang/101101077370.html
152,福景苑2室2厅1280万,2017-01-15,福景苑,朝阳,燕莎,, 三至四环,1280,65743,194.7,2002年建/塔楼,2室2厅,中楼层/共25层,东,平层/精装,http://bj.lianjia.com/ershoufang/101101077363.html
153,北京像素南区2室1厅268万,2017-01-15,北京像素南区,朝阳,常营,, 五至六环,268,52944,50.62,2012年建/板塔结合,2室1厅,高楼层/共16层,北,跃层/精装,http://bj.lianjia.com/ershoufang/101101077329.html
154,古城北路2室2厅357万,2017-01-15,古城北路,石景山,古城,, 五至六环,357,49986,71.42,1996年建/板楼,2室2厅,高楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101077320.html
155,东亚望京中心2室1厅430万,2017-01-15,东亚望京中心,朝阳,望京,, 四至五环,430,50352,85.4,2008年建/塔楼,2室1厅,中楼层/共34层,东北,平层/简装,http://bj.lianjia.com/ershoufang/101101077300.html
156,潮白星光公馆2室1厅310万,2017-01-15,潮白星光公馆,燕郊,燕郊城区,, ,310,31301,99.04,2012年建/板楼,2室1厅,中楼层/共24层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101077288.html
157,建材城西二里2室1厅370万,2017-01-15,建材城西二里,海淀,西三旗,, 五至六环,370,58731,63,1998年建/板楼,2室1厅,低楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101077286.html
158,久筑物业正规两居室楼层低安静,2017-01-15,久筑物业,石景山,鲁谷,, 四至五环,373,52938,70.46,1995年建/板塔结合,2室1厅,低楼层/共15层,东西,精装,http://bj.lianjia.com/ershoufang/101101077253.html
159,安贞西里2室1厅575万,2017-01-15,安贞西里,朝阳,安贞,, 三至四环,575,99138,58,1987年建/板楼,2室1厅,低楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101077244.html
160,丰和园2室1厅1120万,2017-01-15,丰和园,朝阳,太阳宫,, 三至四环,1120,118998,94.12,2010年建/板楼,2室1厅,低楼层/共26层,南,平层/精装,http://bj.lianjia.com/ershoufang/101101077213.html
161,清澄名苑南区3室2厅820万,2017-01-15,清澄名苑南区,大兴,黄村中,, 五至六环,820,52904,155,2003年建/板楼,3室2厅,低楼层/共5层,南北,其他,http://bj.lianjia.com/ershoufang/101101077197.html
162,慧时欣园2室1厅635万,2017-01-15,慧时欣园,丰台,木樨园,, 三至四环,635,62822,101.08,2004年建/塔楼,2室1厅,低楼层/共27层,南,平层/简装,http://bj.lianjia.com/ershoufang/101101077190.html
163,瑞海家园五区3室1厅510万,2017-01-15,瑞海家园五区,大兴,西红门,, 四至五环,510,42426,120.21,2005年建/板楼,3室1厅,低楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101077186.html
164,富强西里2室1厅270万,2017-01-15,富强西里,大兴,黄村中,, 五至六环,270,52245,51.68,1985年建/板楼,2室1厅,低楼层/共5层,南北,平层/毛坯,http://bj.lianjia.com/ershoufang/101101077162.html
165,融泽嘉园有房本毛坯两居室电梯房,2017-01-15,融泽嘉园,昌平,回龙观,, 五至六环,480,55951,85.79,2014年建/板楼,2室1厅,低楼层/共18层,南,平层/毛坯,http://bj.lianjia.com/ershoufang/101101077124.html
166,星河皓月2室2厅335万,2017-01-15,星河皓月,燕郊,燕郊城区,, ,335,32598,102.77,2009年建/塔楼,2室2厅,低楼层/共18层,南北,平层/其他,http://bj.lianjia.com/ershoufang/101101077119.html
167,泰河园三里1室1厅270万,2017-01-15,泰河园三里,亦庄开发区,亦庄开发区其它,, 五至六环,270,48501,55.67,2005年建/板楼,1室1厅,中楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101077117.html
168,北京人家2室2厅470万,2017-01-15,北京人家,昌平,回龙观,, 五至六环,470,49783,94.41,2003年建/板楼,2室2厅,中楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101077108.html
169,乐府江南2室1厅965万,2017-01-15,乐府江南,海淀,田村,, 四至五环,965,88533,109,2005年建/板楼,2室1厅,高楼层/共9层,南,平层/精装,http://bj.lianjia.com/ershoufang/101101077068.html
170,樱花园三区2室1厅290万,2017-01-15,樱花园三区,顺义,李桥,, 五至六环,290,29273,99.07,2000年建/板楼,2室1厅,高楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101077049.html
171,福城上上城五期2室1厅245万,2017-01-15,福城上上城五期,燕郊,燕郊城区,, ,245,28010,87.47,2009年建/板楼,2室1厅,高楼层/共18层,西南,其他,http://bj.lianjia.com/ershoufang/101101077040.html
172,团结湖中路南社区中间层南北通透2居室,2017-01-15,团结湖中路南一条,朝阳,团结湖,, 三至四环,470,75819,61.99,1980年建/板楼,2室1厅,中楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101077026.html
173,民旺园3室1厅718万,2017-01-15,民旺园,东城,和平里,, 二至三环,718,108788,66,1986年建/板楼,3室1厅,高楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101077023.html
174,南三环中路2室1厅380万,2017-01-15,南三环中路,丰台,刘家窑,, 三至四环,380,61390,61.9,1989年建/板楼,2室1厅,低楼层/共14层,南,简装,http://bj.lianjia.com/ershoufang/101101077012.html
175,西便门外大街2室1厅750万,2017-01-15,西便门外大街,西城,木樨地,, 二至三环,750,135870,55.2,1983年建/板楼,2室1厅,低楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101076997.html
176,名苑雅居1室1厅440万,2017-01-15,名苑雅居,朝阳,南沙滩,, 四至五环,440,79986,55.01,2005年建/板塔结合,1室1厅,中楼层/共14层,西,精装,http://bj.lianjia.com/ershoufang/101101076989.html
177,行宫园四里5室2厅290万,2017-01-15,行宫园四里,房山,良乡,, 五至六环,290,17716,163.7,1995年建/板塔结合,5室2厅,高楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101076973.html
178,裕龙五区2室1厅353万,2017-01-15,裕龙五区,顺义,顺义城,, 六环外,353,36021,98,2004年建/板塔结合,2室1厅,低楼层/共20层,南北,精装,http://bj.lianjia.com/ershoufang/101101076946.html
179,安慧东里2室1厅450万,2017-01-15,安慧东里,朝阳,亚运村小营,, 四至五环,450,77734,57.89,1994年建/板楼,2室1厅,中楼层/共7层,南北,平层/其他,http://bj.lianjia.com/ershoufang/101101076918.html
180,芍药居北里板楼南向安静不吵诚心出售随时签约,2017-01-15,芍药居北里,朝阳,芍药居,, 三至四环,490,96934,50.55,1995年建/板楼,2室1厅,中楼层/共7层,南,精装,http://bj.lianjia.com/ershoufang/101101076906.html
181,无遮挡，2年前花了十多万装修，厨房有改动，自住房,2017-01-15,首开智慧社,昌平,回龙观,, 五至六环,185,36275,51,2011年建/塔楼,1室0厅,高楼层/共19层,西,平层/精装,http://bj.lianjia.com/ershoufang/101101076895.html
182,顶秀欣园东苑2室1厅490万,2017-01-15,顶秀欣园东苑,丰台,宋家庄,, 三至四环,490,59757,82,2006年建/塔楼,2室1厅,低楼层/共21层,东,平层/其他,http://bj.lianjia.com/ershoufang/101101076888.html
183,劲松三区3室1厅385万,2017-01-15,劲松三区,朝阳,劲松,, 二至三环,385,64522,59.67,1979年建/板塔结合,3室1厅,高楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101076873.html
184,四环边小区中间位置中高楼层西南向三居带落地飘窗,2017-01-15,珠江峰景,丰台,岳各庄,, 四至五环,750,62511,119.98,2006年建/塔楼,3室2厅,中楼层/共21层,西南,精装,http://bj.lianjia.com/ershoufang/101101076869.html
185,美立方2室2厅380万,2017-01-15,美立方,朝阳,北苑,, 五至六环,380,49262,77.14,2011年建/板塔结合,2室2厅,中楼层/共20层,南,精装,http://bj.lianjia.com/ershoufang/101101076849.html
186,星河皓月南北双通透三居精装诚信出售,2017-01-15,星河皓月,燕郊,燕郊城区,, ,395,31997,123.45,2009年建/板楼,3室1厅,高楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101076836.html
187,泰中花园1室1厅322万,2017-01-15,泰中花园,大兴,枣园,, 五至六环,322,37525,85.81,1997年建/板楼,1室1厅,高楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101076819.html
188,兴城丽源2室2厅350万,2017-01-15,兴城丽源,大兴,枣园,, 五至六环,350,41298,84.75,2009年建/板塔结合,2室2厅,低楼层/共9层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101076803.html
189,宏盛家园2室1厅380万,2017-01-15,宏盛家园,大兴,西红门,, 四至五环,380,41994,90.49,1999年建/板楼,2室1厅,高楼层/共6层,东南,平层/简装,http://bj.lianjia.com/ershoufang/101101076802.html
190,炫特嘉园一期1室1厅370万,2017-01-15,炫特嘉园一期,朝阳,石佛营,, 四至五环,370,65337,56.63,2004年建/塔楼,1室1厅,高楼层/共18层,西北,平层/精装,http://bj.lianjia.com/ershoufang/101101076776.html
191,怡馨家园1室0厅228万,2017-01-15,怡馨家园,顺义,顺义城,, 六环外,228,49523,46.04,2006年建/板塔结合,1室0厅,高楼层/共18层,南,平层/简装,http://bj.lianjia.com/ershoufang/101101076753.html
192,山水巢东4室2厅1300万,2017-01-15,山水巢东,朝阳,北苑,, 五至六环,1300,44674,291,2004年建/塔楼,4室2厅,高楼层/共14层,南,精装,http://bj.lianjia.com/ershoufang/101101076744.html
193,新东路3室1厅620万,2017-01-15,新东路,朝阳,工体,, 二至三环,620,81365,76.2,1986年建/塔楼,3室1厅,高楼层/共17层,东北,简装,http://bj.lianjia.com/ershoufang/101101076737.html
194,路劲世界城一期3室1厅435万,2017-01-15,路劲世界城一期,昌平,南邵,, 六环外,435,44253,98.3,2013年建/板楼,3室1厅,中楼层/共11层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101076715.html
195,强佑清河新城2室1厅680万,2017-01-15,强佑清河新城,海淀,清河,, 五至六环,680,77037,88.27,2012年建/板塔结合,2室1厅,高楼层/共27层,东,平层/精装,http://bj.lianjia.com/ershoufang/101101076707.html
196,龙腾苑二区3室1厅460万,2017-01-15,龙腾苑二区,昌平,回龙观,, 五至六环,460,36427,126.28,2003年建/板楼,3室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101076700.html
197,北潞冠家园2室1厅279万,2017-01-15,北潞冠家园,房山,良乡,, ,279,31872,87.54,2004年建/板楼,2室1厅,中楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101076699.html
198,望园东里2室1厅570万,2017-01-15,望园东里,丰台,七里庄,, 三至四环,570,58307,97.76,1998年建/板楼,2室1厅,高楼层/共6层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101076698.html
199,皂君东里1室1厅400万,2017-01-15,皂君东里,海淀,皂君庙,, 二至三环,400,109590,36.5,1984年建/板楼,1室1厅,低楼层/共6层,东,简装,http://bj.lianjia.com/ershoufang/101101076689.html
200,清和园2室1厅325万,2017-01-15,清和园,大兴,旧宫,, 四至五环,325,45411,71.57,1995年建/板楼,2室1厅,中楼层/共6层,东西北,精装,http://bj.lianjia.com/ershoufang/101101076685.html
201,福城上上城五期1室0厅155万,2017-01-15,福城上上城五期,燕郊,燕郊城区,, ,155,28270,54.83,2009年建/板楼,1室0厅,低楼层/共18层,南,其他,http://bj.lianjia.com/ershoufang/101101076635.html
